sport_level,location_type,licensee,tier_1_wagers,tier_1_handle,tier_2_wagers,tier_2_handle,month,numerical_month,year,total_wager,total_handle
Motor Race,Online Wagering,"Midwest Gaming & Entertainment, LLC",7993,89608.7,2951,33814.61,March,3,2021,10944,123423.31
Motor Race,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,March,3,2021,0,0
Motor Race,Total,"Alton Casino, LLC",257,9712.14,30,735.1,March,3,2021,287,10447.24
Motor Race,Total,"Casino Queen, Inc.",31438,240958.98,15434,134653.6,March,3,2021,46872,375612.58
Motor Race,Total,Elgin Riverboat Resort,444,17300.09,42,5790.91,March,3,2021,486,23091
Motor Race,Total,"Fairmount Park, Inc.",12345,141576,498,5604,March,3,2021,12843,147180
Motor Race,Total,"Hawthorne Race Course, Inc.",2169,36867.8,109,2352.46,March,3,2021,2278,39220.26
Motor Race,Total,"HC Aurora, LLC",1759,21974,1716,37828,March,3,2021,3475,59802
Motor Race,Total,"HC Joliet, LLC",147,1565.11,19,365,March,3,2021,166,1930.11
Motor Race,Total,"Midwest Gaming & Entertainment, LLC",8101,99034.09,2997,35716.43,March,3,2021,11098,134750.52
Motor Race,Total,Par-A-Dice Gaming Corporation,75,815,0,0,March,3,2021,75,815
Other Event,In-Person Wagering,"Alton Casino, LLC",0,0,0,0,March,3,2021,0,0
Other Event,In-Person Wagering,"Casino Queen, Inc.",0,0,0,0,March,3,2021,0,0
Other Event,In-Person Wagering,Elgin Riverboat Resort,0,0,0,0,March,3,2021,0,0
Other Event,In-Person Wagering,"Fairmount Park, Inc.",0,0,0,0,March,3,2021,0,0
Other Event,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,March,3,2021,0,0
Other Event,In-Person Wagering,"HC Aurora, LLC",0,0,0,0,March,3,2021,0,0
Other Event,In-Person Wagering,"HC Joliet, LLC",0,0,0,0,March,3,2021,0,0
Other Event,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,March,3,2021,0,0
Other Event,In-Person Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,March,3,2021,0,0
Other Event,Online Wagering,"Alton Casino, LLC",0,0,0,0,March,3,2021,0,0
Other Event,Online Wagering,"Casino Queen, Inc.",0,0,0,0,March,3,2021,0,0
Other Event,Online Wagering,Elgin Riverboat Resort,0,0,0,0,March,3,2021,0,0
Other Event,Online Wagering,"Fairmount Park, Inc.",0,0,0,0,March,3,2021,0,0
Other Event,Online Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,March,3,2021,0,0
Other Event,Online Wagering,"HC Aurora, LLC",0,0,0,0,March,3,2021,0,0
Other Event,Online Wagering,"HC Joliet, LLC",0,0,0,0,March,3,2021,0,0
Other Event,Online Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,March,3,2021,0,0
Other Event,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,March,3,2021,0,0
Other Event,Total,"Alton Casino, LLC",0,0,0,0,March,3,2021,0,0
Other Event,Total,"Casino Queen, Inc.",0,0,0,0,March,3,2021,0,0
Other Event,Total,Elgin Riverboat Resort,0,0,0,0,March,3,2021,0,0
Other Event,Total,"Fairmount Park, Inc.",0,0,0,0,March,3,2021,0,0
Other Event,Total,"Hawthorne Race Course, Inc.",0,0,0,0,March,3,2021,0,0
Other Event,Total,"HC Aurora, LLC",0,0,0,0,March,3,2021,0,0
Other Event,Total,"HC Joliet, LLC",0,0,0,0,March,3,2021,0,0
Other Event,Total,"Midwest Gaming & Entertainment, LLC",0,0,0,0,March,3,2021,0,0
Other Event,Total,Par-A-Dice Gaming Corporation,0,0,0,0,March,3,2021,0,0
Professional,In-Person Wagering,"Alton Casino, LLC",17380,1021517.06,12510,1886981.67,April,4,2021,29890,2908498.73
Professional,In-Person Wagering,"Casino Queen, Inc.",33473,2836423.45,17828,1158096.9,April,4,2021,51301,3994520.35
Professional,In-Person Wagering,Elgin Riverboat Resort,6452,555171,122,6581.55,April,4,2021,6574,561752.55
Professional,In-Person Wagering,"Fairmount Park, Inc.",7570,395185,1657,82125,April,4,2021,9227,477310
Professional,In-Person Wagering,"Hawthorne Race Course, Inc.",17127,1098467.55,0,0,April,4,2021,17127,1098467.55
Professional,In-Person Wagering,"HC Aurora, LLC",9280,611695.64,3076,367717.86,April,4,2021,12356,979413.5
Professional,In-Person Wagering,"HC Joliet, LLC",6739,543138.87,4420,364890.17,April,4,2021,11159,908029.04
Professional,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",39417,6442293.27,25431,5111503.67,April,4,2021,64848,11553796.94
Professional,In-Person Wagering,Par-A-Dice Gaming Corporation,2746,268642.73,703,48291.52,April,4,2021,3449,316934.25
Professional,Online Wagering,"Alton Casino, LLC",0,0,0,0,April,4,2021,0,0
Professional,Online Wagering,"Casino Queen, Inc.",2286174,58119556.53,2596823,98601022.71,April,4,2021,4882997,156720579.2
Professional,Online Wagering,Elgin Riverboat Resort,52094,7220186.73,2832,342561.06,April,4,2021,54926,7562747.79
Professional,Online Wagering,"Fairmount Park, Inc.",4569353,85398775,2514217,86308047,April,4,2021,7083570,171706822
Professional,Online Wagering,"Hawthorne Race Course, Inc.",489304,19131554.79,173794,19646874.8,April,4,2021,663098,38778429.59
Professional,Online Wagering,"HC Aurora, LLC",251167,13668220,1006289,33598148,April,4,2021,1257456,47266368
Professional,Online Wagering,"HC Joliet, LLC",0,0,0,0,April,4,2021,0,0
Professional,Online Wagering,"Midwest Gaming & Entertainment, LLC",785239,26506940.59,729172,42541477.19,April,4,2021,1514411,69048417.78
Professional,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,April,4,2021,0,0
Professional,Total,"Alton Casino, LLC",17380,1021517.06,12510,1886981.67,April,4,2021,29890,2908498.73
Professional,Total,"Casino Queen, Inc.",2319647,60955979.98,2614651,99759119.61,April,4,2021,4934298,160715099.6
Professional,Total,Elgin Riverboat Resort,58546,7775357.73,2954,349142.61,April,4,2021,61500,8124500.34
Professional,Total,"Fairmount Park, Inc.",4576923,85793960,2515874,86390172,April,4,2021,7092797,172184132
Professional,Total,"Hawthorne Race Course, Inc.",506431,20230022.34,173794,19646874.8,April,4,2021,680225,39876897.14
Professional,Total,"HC Aurora, LLC",260447,14279915.64,1009365,33965865.86,April,4,2021,1269812,48245781.5
Professional,Total,"HC Joliet, LLC",6739,543138.87,4420,364890.17,April,4,2021,11159,908029.04
Professional,Total,"Midwest Gaming & Entertainment, LLC",824656,32949233.86,754603,47652980.86,April,4,2021,1579259,80602214.72
Professional,Total,Par-A-Dice Gaming Corporation,2746,268642.73,703,48291.52,April,4,2021,3449,316934.25
College,In-Person Wagering,"Alton Casino, LLC",989,143863.13,153,37949.4,April,4,2021,1142,181812.53
College,In-Person Wagering,"Casino Queen, Inc.",1268,177659.85,191,17552.13,April,4,2021,1459,195211.98
College,In-Person Wagering,Elgin Riverboat Resort,338,34194.3,5,19,April,4,2021,343,34213.3
College,In-Person Wagering,"Fairmount Park, Inc.",198,46429,45,3766,April,4,2021,243,50195
College,In-Person Wagering,"Hawthorne Race Course, Inc.",1535,96554.05,0,0,April,4,2021,1535,96554.05
College,In-Person Wagering,"HC Aurora, LLC",294,62439.85,68,4830.81,April,4,2021,362,67270.66
College,In-Person Wagering,"HC Joliet, LLC",344,57184.35,63,9519.22,April,4,2021,407,66703.57
College,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",1264,306964.48,454,109987.79,April,4,2021,1718,416952.27
College,In-Person Wagering,Par-A-Dice Gaming Corporation,140,31499.75,23,2615,April,4,2021,163,34114.75
College,Online Wagering,"Alton Casino, LLC",0,0,0,0,April,4,2021,0,0
College,Online Wagering,"Casino Queen, Inc.",139042,4845671.76,75473,3605806.4,April,4,2021,214515,8451478.16
College,Online Wagering,Elgin Riverboat Resort,2792,641850.76,221,23623.94,April,4,2021,3013,665474.7
College,Online Wagering,"Fairmount Park, Inc.",87890,3323792,25934,1806560,April,4,2021,113824,5130352
College,Online Wagering,"Hawthorne Race Course, Inc.",16270,889154.16,4766,363649.25,April,4,2021,21036,1252803.41
College,Online Wagering,"HC Aurora, LLC",19942,1572585,21019,1420321,April,4,2021,40961,2992906
College,Online Wagering,"HC Joliet, LLC",0,0,0,0,April,4,2021,0,0
College,Online Wagering,"Midwest Gaming & Entertainment, LLC",31788,1936315.2,17799,1259107.14,April,4,2021,49587,3195422.34
College,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,April,4,2021,0,0
College,Total,"Alton Casino, LLC",989,143863.13,153,37949.4,April,4,2021,1142,181812.53
College,Total,"Casino Queen, Inc.",140310,5023331.61,75664,3623358.53,April,4,2021,215974,8646690.14
College,Total,Elgin Riverboat Resort,3130,676045.06,226,23642.94,April,4,2021,3356,699688
College,Total,"Fairmount Park, Inc.",88088,3370221,25979,1810326,April,4,2021,114067,5180547
College,Total,"Hawthorne Race Course, Inc.",17805,985708.21,4766,363649.25,April,4,2021,22571,1349357.46
College,Total,"HC Aurora, LLC",20236,1635024.85,21087,1425151.81,April,4,2021,41323,3060176.66
College,Total,"HC Joliet, LLC",344,57184.35,63,9519.22,April,4,2021,407,66703.57
College,Total,"Midwest Gaming & Entertainment, LLC",33052,2243279.68,18253,1369094.93,April,4,2021,51305,3612374.61
College,Total,Par-A-Dice Gaming Corporation,140,31499.75,23,2615,April,4,2021,163,34114.75
Motor Race,In-Person Wagering,"Alton Casino, LLC",189,8188.08,32,381.75,April,4,2021,221,8569.83
Motor Race,In-Person Wagering,"Casino Queen, Inc.",0,0,0,0,April,4,2021,0,0
Motor Race,In-Person Wagering,Elgin Riverboat Resort,52,542.5,0,0,April,4,2021,52,542.5
Motor Race,In-Person Wagering,"Fairmount Park, Inc.",32,541,0,0,April,4,2021,32,541
Motor Race,In-Person Wagering,"Hawthorne Race Course, Inc.",48,2973,0,0,April,4,2021,48,2973
Motor Race,In-Person Wagering,"HC Aurora, LLC",56,500,28,268,April,4,2021,84,768
Motor Race,In-Person Wagering,"HC Joliet, LLC",102,1437.71,40,630,April,4,2021,142,2067.71
Motor Race,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",73,2695.8,27,2664,April,4,2021,100,5359.8
Motor Race,In-Person Wagering,Par-A-Dice Gaming Corporation,24,170,0,0,April,4,2021,24,170
Motor Race,Online Wagering,"Alton Casino, LLC",0,0,0,0,April,4,2021,0,0
Motor Race,Online Wagering,"Casino Queen, Inc.",17030,143286.15,7749,69811.96,April,4,2021,24779,213098.11
Motor Race,Online Wagering,Elgin Riverboat Resort,192,4964.27,0,0,April,4,2021,192,4964.27
Motor Race,Online Wagering,"Fairmount Park, Inc.",6955,82874,117,2046,April,4,2021,7072,84920
Motor Race,Online Wagering,"Hawthorne Race Course, Inc.",1220,20429.46,8,379.76,April,4,2021,1228,20809.22
Motor Race,Online Wagering,"HC Aurora, LLC",2425,29514,2288,41340,April,4,2021,4713,70854
Motor Race,Online Wagering,"HC Joliet, LLC",0,0,0,0,April,4,2021,0,0
Motor Race,Online Wagering,"Midwest Gaming & Entertainment, LLC",4042,58593.59,1662,20892.28,April,4,2021,5704,79485.87
Motor Race,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,April,4,2021,0,0
Motor Race,Total,"Alton Casino, LLC",189,8188.08,32,381.75,April,4,2021,221,8569.83
Motor Race,Total,"Casino Queen, Inc.",17030,143286.15,7749,69811.96,April,4,2021,24779,213098.11
Motor Race,Total,Elgin Riverboat Resort,244,5506.77,0,0,April,4,2021,244,5506.77
Motor Race,Total,"Fairmount Park, Inc.",6987,83415,117,2046,April,4,2021,7104,85461
Motor Race,Total,"Hawthorne Race Course, Inc.",1268,23402.46,8,379.76,April,4,2021,1276,23782.22
Motor Race,Total,"HC Aurora, LLC",2481,30014,2316,41608,April,4,2021,4797,71622
Motor Race,Total,"HC Joliet, LLC",102,1437.71,40,630,April,4,2021,142,2067.71
Motor Race,Total,"Midwest Gaming & Entertainment, LLC",4115,61289.39,1689,23556.28,April,4,2021,5804,84845.67
Motor Race,Total,Par-A-Dice Gaming Corporation,24,170,0,0,April,4,2021,24,170
Other Event,In-Person Wagering,"Alton Casino, LLC",0,0,0,0,April,4,2021,0,0
Other Event,In-Person Wagering,"Casino Queen, Inc.",0,0,0,0,April,4,2021,0,0
Other Event,In-Person Wagering,Elgin Riverboat Resort,0,0,0,0,April,4,2021,0,0
Other Event,In-Person Wagering,"Fairmount Park, Inc.",0,0,0,0,April,4,2021,0,0
Other Event,In-Person Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,April,4,2021,0,0
Other Event,In-Person Wagering,"HC Aurora, LLC",0,0,0,0,April,4,2021,0,0
Other Event,In-Person Wagering,"HC Joliet, LLC",0,0,0,0,April,4,2021,0,0
Other Event,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,April,4,2021,0,0
Other Event,In-Person Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,April,4,2021,0,0
Other Event,Online Wagering,"Alton Casino, LLC",0,0,0,0,April,4,2021,0,0
Other Event,Online Wagering,"Casino Queen, Inc.",0,0,0,0,April,4,2021,0,0
Other Event,Online Wagering,Elgin Riverboat Resort,0,0,0,0,April,4,2021,0,0
Other Event,Online Wagering,"Fairmount Park, Inc.",0,0,0,0,April,4,2021,0,0
Other Event,Online Wagering,"Hawthorne Race Course, Inc.",0,0,0,0,April,4,2021,0,0
Other Event,Online Wagering,"HC Aurora, LLC",0,0,0,0,April,4,2021,0,0
Other Event,Online Wagering,"HC Joliet, LLC",0,0,0,0,April,4,2021,0,0
Other Event,Online Wagering,"Midwest Gaming & Entertainment, LLC",0,0,0,0,April,4,2021,0,0
Other Event,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,April,4,2021,0,0
Other Event,Total,"Alton Casino, LLC",0,0,0,0,April,4,2021,0,0
Other Event,Total,"Casino Queen, Inc.",0,0,0,0,April,4,2021,0,0
Other Event,Total,Elgin Riverboat Resort,0,0,0,0,April,4,2021,0,0
Other Event,Total,"Fairmount Park, Inc.",0,0,0,0,April,4,2021,0,0
Other Event,Total,"Hawthorne Race Course, Inc.",0,0,0,0,April,4,2021,0,0
Other Event,Total,"HC Aurora, LLC",0,0,0,0,April,4,2021,0,0
Other Event,Total,"HC Joliet, LLC",0,0,0,0,April,4,2021,0,0
Other Event,Total,"Midwest Gaming & Entertainment, LLC",0,0,0,0,April,4,2021,0,0
Other Event,Total,Par-A-Dice Gaming Corporation,0,0,0,0,April,4,2021,0,0
Professional,In-Person Wagering,"Alton Casino, LLC",17627,1191839.98,14983,1458969.13,May,5,2021,32610,2650809.11
Professional,In-Person Wagering,"Casino Queen, Inc.",29027,2435154.44,19472,1426601.08,May,5,2021,48499,3861755.52
Professional,In-Person Wagering,Elgin Riverboat Resort,7627,699517.2,182,37039.15,May,5,2021,7809,736556.35
Professional,In-Person Wagering,"Fairmount Park, Inc.",10083,599654,2075,89759,May,5,2021,12158,689413
Professional,In-Person Wagering,"Hawthorne Race Course, Inc.",19904,1560835.15,0,0,May,5,2021,19904,1560835.15
Professional,In-Person Wagering,"HC Aurora, LLC",9882,901935.94,3448,542825.09,May,5,2021,13330,1444761.03
Professional,In-Person Wagering,"HC Joliet, LLC",8353,714087.39,5254,451809.49,May,5,2021,13607,1165896.88
Professional,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",39390,7122824.82,29777,5144180.43,May,5,2021,69167,12267005.25
Professional,In-Person Wagering,Par-A-Dice Gaming Corporation,3051,233562,612,93320,May,5,2021,3663,326882
Professional,Online Wagering,"Alton Casino, LLC",0,0,0,0,May,5,2021,0,0
Professional,Online Wagering,"Casino Queen, Inc.",2108503,57972675.66,2586550,107660624.4,May,5,2021,4695053,165633300.1
Professional,Online Wagering,Elgin Riverboat Resort,45622,7892046.82,2882,384078.72,May,5,2021,48504,8276125.54
Professional,Online Wagering,"Fairmount Park, Inc.",4031735,85317534,1920585,70015294,May,5,2021,5952320,155332828
Professional,Online Wagering,"Hawthorne Race Course, Inc.",435802,19522437.01,142420,17754797.58,May,5,2021,578222,37277234.59
Professional,Online Wagering,"HC Aurora, LLC",176359,10711898,744877,27315979,May,5,2021,921236,38027877
Professional,Online Wagering,"HC Joliet, LLC",0,0,0,0,May,5,2021,0,0
Professional,Online Wagering,"Midwest Gaming & Entertainment, LLC",669960,27196022.16,705287,49326530.37,May,5,2021,1375247,76522552.53
Professional,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,May,5,2021,0,0
Professional,Total,"Alton Casino, LLC",17627,1191839.98,14983,1458969.13,May,5,2021,32610,2650809.11
Professional,Total,"Casino Queen, Inc.",2137530,60407830.1,2606022,109087225.4,May,5,2021,4743552,169495055.5
Professional,Total,Elgin Riverboat Resort,53249,8591564.02,3064,421117.87,May,5,2021,56313,9012681.89
Professional,Total,"Fairmount Park, Inc.",4041818,85917188,1922660,70105053,May,5,2021,5964478,156022241
Professional,Total,"Hawthorne Race Course, Inc.",455706,21083272.16,142420,17754797.58,May,5,2021,598126,38838069.74
Professional,Total,"HC Aurora, LLC",186241,11613833.94,748325,27858804.09,May,5,2021,934566,39472638.03
Professional,Total,"HC Joliet, LLC",8353,714087.39,5254,451809.49,May,5,2021,13607,1165896.88
Professional,Total,"Midwest Gaming & Entertainment, LLC",709350,34318846.98,735064,54470710.8,May,5,2021,1444414,88789557.78
Professional,Total,Par-A-Dice Gaming Corporation,3051,233562,612,93320,May,5,2021,3663,326882
College,In-Person Wagering,"Alton Casino, LLC",36,4071.82,21,930.4,May,5,2021,57,5002.22
College,In-Person Wagering,"Casino Queen, Inc.",34,19935.56,2,40.2,May,5,2021,36,19975.76
College,In-Person Wagering,Elgin Riverboat Resort,37,1328,0,0,May,5,2021,37,1328
College,In-Person Wagering,"Fairmount Park, Inc.",16,2315,0,0,May,5,2021,16,2315
College,In-Person Wagering,"Hawthorne Race Course, Inc.",10,660,0,0,May,5,2021,10,660
College,In-Person Wagering,"HC Aurora, LLC",5,300,3,237,May,5,2021,8,537
College,In-Person Wagering,"HC Joliet, LLC",6,243.04,0,0,May,5,2021,6,243.04
College,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",35,3380,13,590,May,5,2021,48,3970
College,In-Person Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,May,5,2021,0,0
College,Online Wagering,"Alton Casino, LLC",0,0,0,0,May,5,2021,0,0
College,Online Wagering,"Casino Queen, Inc.",2259,73325.94,792,50607.58,May,5,2021,3051,123933.52
College,Online Wagering,Elgin Riverboat Resort,101,70672.52,0,0,May,5,2021,101,70672.52
College,Online Wagering,"Fairmount Park, Inc.",936,39194,96,5062,May,5,2021,1032,44256
College,Online Wagering,"Hawthorne Race Course, Inc.",372,33319.71,250,44597.1,May,5,2021,622,77916.81
College,Online Wagering,"HC Aurora, LLC",180,20038,185,65086,May,5,2021,365,85124
College,Online Wagering,"HC Joliet, LLC",0,0,0,0,May,5,2021,0,0
College,Online Wagering,"Midwest Gaming & Entertainment, LLC",802,36401.54,397,29950.44,May,5,2021,1199,66351.98
College,Online Wagering,Par-A-Dice Gaming Corporation,0,0,0,0,May,5,2021,0,0
College,Total,"Alton Casino, LLC",36,4071.82,21,930.4,May,5,2021,57,5002.22
College,Total,"Casino Queen, Inc.",2293,93261.5,794,50647.78,May,5,2021,3087,143909.28
College,Total,Elgin Riverboat Resort,138,72000.52,0,0,May,5,2021,138,72000.52
College,Total,"Fairmount Park, Inc.",952,41509,96,5062,May,5,2021,1048,46571
College,Total,"Hawthorne Race Course, Inc.",382,33979.71,250,44597.1,May,5,2021,632,78576.81
College,Total,"HC Aurora, LLC",185,20338,188,65323,May,5,2021,373,85661
College,Total,"HC Joliet, LLC",6,243.04,0,0,May,5,2021,6,243.04
College,Total,"Midwest Gaming & Entertainment, LLC",837,39781.54,410,30540.44,May,5,2021,1247,70321.98
College,Total,Par-A-Dice Gaming Corporation,0,0,0,0,May,5,2021,0,0
Motor Race,In-Person Wagering,"Alton Casino, LLC",380,14626.07,66,1840,May,5,2021,446,16466.07
Motor Race,In-Person Wagering,"Casino Queen, Inc.",0,0,0,0,May,5,2021,0,0
Motor Race,In-Person Wagering,Elgin Riverboat Resort,69,1552.05,0,0,May,5,2021,69,1552.05
Motor Race,In-Person Wagering,"Fairmount Park, Inc.",54,990,0,0,May,5,2021,54,990
Motor Race,In-Person Wagering,"Hawthorne Race Course, Inc.",68,5285.5,0,0,May,5,2021,68,5285.5
Motor Race,In-Person Wagering,"HC Aurora, LLC",70,1735,26,328,May,5,2021,96,2063
Motor Race,In-Person Wagering,"HC Joliet, LLC",253,3005.72,44,507.5,May,5,2021,297,3513.22
Motor Race,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",156,7132.26,46,1310,May,5,2021,202,8442.26
