detail_type,location_type,licensee,baseball,basketball,boxing_mma,football,golf,hockey,soccer,tennis,parlay,other_sport,motor_race_event,motor_race_parlay,other_event,other_event_parlay,month,numerical_month,year
Wager Details,In-Person Wagering,"Hawthorne Race Course, Inc.",788,19451,103,71,0,1493,93,0,10843,0,41,0,0,0,March,3,2023
Wager Details,In-Person Wagering,"HC Aurora, LLC",765,12456,266,33,351,823,3509,119,1690,10,88,0,0,0,March,3,2023
Wager Details,In-Person Wagering,"HC Joliet, LLC",393,11967,116,48,607,718,816,481,1637,1,231,0,0,0,March,3,2023
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",1263,22069,1193,213,1584,2049,3744,2095,52046,49,216,0,0,0,March,3,2023
Wager Details,In-Person Wagering,Par-A-Dice Gaming Corporation,112,3427,35,8,161,165,6,8,7263,130,22,0,0,0,March,3,2023
Wager Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,March,3,2023
Wager Details,Online Wagering,"Casino Queen, Inc.",216125,2863891,148209,23446,278174,252873,220486,259527,5636555,99896,45535,0,0,0,March,3,2023
Wager Details,Online Wagering,Elgin Riverboat Resort,18317,251247,5646,2298,14552,26829,24251,23063,182123,262,5331,0,0,0,March,3,2023
Wager Details,Online Wagering,"Fairmount Park, Inc.",109389,2817405,158495,4909,163112,107520,271802,276795,12065148,776663,36303,0,0,0,March,3,2023
Wager Details,Online Wagering,"Hawthorne Race Course, Inc.",13476,304055,8155,1191,21925,29829,35009,58903,407682,1897,1626,0,0,0,March,3,2023
Wager Details,Online Wagering,"HC Aurora, LLC",12552,316144,12405,645,18880,36437,24570,21120,262074,40109,7064,0,0,0,March,3,2023
Wager Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,March,3,2023
Wager Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",26876,444133,14527,2339,36910,69199,74694,118821,671716,2047,7253,0,0,0,March,3,2023
Wager Details,Online Wagering,Par-A-Dice Gaming Corporation,23182,427114,12067,1813,21453,42962,34233,55839,493310,6741,3801,0,0,0,March,3,2023
Wager Details,Total,"Alton Casino, LLC",1489,28697,568,270,790,2964,666,764,7333,1,343,0,0,0,March,3,2023
Wager Details,Total,"Casino Queen, Inc.",217659,2882824,149047,24029,279428,255287,222000,259828,5735105,99950,45945,0,0,0,March,3,2023
Wager Details,Total,Elgin Riverboat Resort,18811,257455,5765,2407,14791,27235,24511,23162,194849,264,5465,0,0,0,March,3,2023
Wager Details,Total,"Fairmount Park, Inc.",109763,2821981,158682,4952,164120,108196,271965,276892,12079782,776916,36485,0,0,0,March,3,2023
Wager Details,Total,"Hawthorne Race Course, Inc.",14264,323506,8258,1262,21925,31322,35102,58903,418525,1897,1667,0,0,0,March,3,2023
Wager Details,Total,"HC Aurora, LLC",13317,328600,12671,678,19231,37260,28079,21239,263764,40119,7152,0,0,0,March,3,2023
Wager Details,Total,"HC Joliet, LLC",393,11967,116,48,607,718,816,481,1637,1,231,0,0,0,March,3,2023
Wager Details,Total,"Midwest Gaming & Entertainment, LLC",28139,466202,15720,2552,38494,71248,78438,120916,723762,2096,7469,0,0,0,March,3,2023
Wager Details,Total,Par-A-Dice Gaming Corporation,23294,430541,12102,1821,21614,43127,34239,55847,500573,6871,3823,0,0,0,March,3,2023
Wager Details,In-Person Wagering,"Alton Casino, LLC",15142,10710,577,257,1082,2877,620,644,10805,0,316,0,0,0,April,4,2023
Wager Details,In-Person Wagering,"Casino Queen, Inc.",9292,7143,1132,903,2347,2708,1784,152,82939,9,381,0,0,0,April,4,2023
Wager Details,In-Person Wagering,Elgin Riverboat Resort,2193,3394,200,165,530,660,186,141,10547,1,138,0,0,0,April,4,2023
Wager Details,In-Person Wagering,"Fairmount Park, Inc.",1576,1346,198,36,907,564,115,113,12388,273,195,0,0,0,April,4,2023
Wager Details,In-Person Wagering,"Hawthorne Race Course, Inc.",5737,8636,133,95,0,1660,17,0,9406,0,25,0,0,0,April,4,2023
Wager Details,In-Person Wagering,"HC Aurora, LLC",4234,3931,269,92,508,721,4746,68,2963,9,41,0,0,0,April,4,2023
Wager Details,In-Person Wagering,"HC Joliet, LLC",4006,4336,143,125,701,874,1187,156,2872,17,217,0,0,0,April,4,2023
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",7084,7181,1134,414,1768,2311,3869,1362,39623,76,161,0,0,0,April,4,2023
Wager Details,In-Person Wagering,Par-A-Dice Gaming Corporation,1223,951,33,22,235,124,6,3,4551,94,24,0,0,0,April,4,2023
Wager Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,April,4,2023
Wager Details,Online Wagering,"Casino Queen, Inc.",1142128,1174329,165270,78498,352317,301132,238017,211913,4565600,106255,34140,0,0,0,April,4,2023
Wager Details,Online Wagering,Elgin Riverboat Resort,106645,99256,5735,5053,17556,26912,27954,18350,176397,430,4778,0,0,0,April,4,2023
Wager Details,Online Wagering,"Fairmount Park, Inc.",1096665,1333830,193827,4216,237973,95293,285080,241774,11092227,773521,26072,0,0,0,April,4,2023
Wager Details,Online Wagering,"Hawthorne Race Course, Inc.",102322,129996,6929,2583,21541,27346,40940,50248,413407,2084,1386,0,0,0,April,4,2023
Wager Details,Online Wagering,"HC Aurora, LLC",90996,88556,10535,5512,34109,39069,24986,18042,175255,35200,5448,0,0,0,April,4,2023
Wager Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,April,4,2023
Wager Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",176248,180809,15430,7534,51418,65371,78844,100078,562328,5522,6006,0,0,0,April,4,2023
Wager Details,Online Wagering,Par-A-Dice Gaming Corporation,157231,206746,9669,2795,28842,38973,33305,47166,400024,24813,3418,0,0,0,April,4,2023
Wager Details,Total,"Alton Casino, LLC",15142,10710,577,257,1082,2877,620,644,10805,0,316,0,0,0,April,4,2023
Wager Details,Total,"Casino Queen, Inc.",1151420,1181472,166402,79401,354664,303840,239801,212065,4648539,106264,34521,0,0,0,April,4,2023
Wager Details,Total,Elgin Riverboat Resort,108838,102650,5935,5218,18086,27572,28140,18491,186944,431,4916,0,0,0,April,4,2023
Wager Details,Total,"Fairmount Park, Inc.",1098241,1335176,194025,4252,238880,95857,285195,241887,11104615,773794,26267,0,0,0,April,4,2023
Wager Details,Total,"Hawthorne Race Course, Inc.",108059,138632,7062,2678,21541,29006,40957,50248,422813,2084,1411,0,0,0,April,4,2023
Wager Details,Total,"HC Aurora, LLC",95230,92487,10804,5604,34617,39790,29732,18110,178218,35209,5489,0,0,0,April,4,2023
Wager Details,Total,"HC Joliet, LLC",4006,4336,143,125,701,874,1187,156,2872,17,217,0,0,0,April,4,2023
Wager Details,Total,"Midwest Gaming & Entertainment, LLC",183332,187990,16564,7948,53186,67682,82713,101440,601951,5598,6167,0,0,0,April,4,2023
Wager Details,Total,Par-A-Dice Gaming Corporation,158454,207697,9702,2817,29077,39097,33311,47169,404575,24907,3442,0,0,0,April,4,2023
Wager Details,In-Person Wagering,"Alton Casino, LLC",14966,8941,252,145,924,1326,864,820,8522,1,409,0,0,0,May,5,2023
Wager Details,In-Person Wagering,"Casino Queen, Inc.",8643,5948,445,261,1500,2137,1446,169,75912,7,367,0,0,0,May,5,2023
Wager Details,In-Person Wagering,Elgin Riverboat Resort,1859,3138,95,77,265,480,309,252,8806,9,136,0,0,0,May,5,2023
Wager Details,In-Person Wagering,"Fairmount Park, Inc.",1513,1972.75,169,296,950,493,137,246,11916,94,158,0,0,0,May,5,2023
Wager Details,In-Person Wagering,"Hawthorne Race Course, Inc.",6622,5643,83,40,0,1493,49,0,7550,0,37,0,0,0,May,5,2023
Wager Details,In-Person Wagering,"HC Aurora, LLC",4785,2959,90,40,327,318,3428,159,2475,16,25,0,0,0,May,5,2023
Wager Details,In-Person Wagering,"HC Joliet, LLC",3837,3140,78,88,570,402,1094,476,2301,14,233,0,0,0,May,5,2023
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",7203,6146,516,220,1101,1830,4577,3244,36734,49,156,0,0,0,May,5,2023
Wager Details,In-Person Wagering,Par-A-Dice Gaming Corporation,0,821,16,32,181,101,5,4,3519,34,24,0,0,0,May,5,2023
Wager Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,May,5,2023
Wager Details,Online Wagering,"Casino Queen, Inc.",1161160,1018001,93560,18910,235546,257268,219203,218457,3923559,152348,40417,0,0,0,May,5,2023
Wager Details,Online Wagering,Elgin Riverboat Resort,109175,77161,3354,2102,13391,17824,28876,27479,145560,258,4501,0,0,0,May,5,2023
Wager Details,Online Wagering,"Fairmount Park, Inc.",968273,1267343,85754,8641,148781,72928,269937,264815,9575048,699474,27181,0,0,0,May,5,2023
Wager Details,Online Wagering,"Hawthorne Race Course, Inc.",107323,106791,4447,995,18357,19730,36603,55639,403668,1199,1439,0,0,0,May,5,2023
Wager Details,Online Wagering,"HC Aurora, LLC",73228,62213,4835,102,16094,28136,20981,20754,129344,34858,4835,0,0,0,May,5,2023
Wager Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,May,5,2023
Wager Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",171394,152927,8259,1806,36499,42088,75030,104512,490855,4224,7319,0,0,0,May,5,2023
Wager Details,Online Wagering,Par-A-Dice Gaming Corporation,150591,187481,5608,1612,21203,29154,35931,49204,364779,27192,2863,0,0,0,May,5,2023
Wager Details,Total,"Alton Casino, LLC",14966,8941,252,145,924,1326,864,820,8522,1,409,0,0,0,May,5,2023
Wager Details,Total,"Casino Queen, Inc.",1169803,1023949,94005,19171,237046,259405,220649,218626,3999471,152355,40784,0,0,0,May,5,2023
Wager Details,Total,Elgin Riverboat Resort,111034,80299,3449,2179,13656,18304,29185,27731,154366,267,4637,0,0,0,May,5,2023
Wager Details,Total,"Fairmount Park, Inc.",969786,1269315.75,85923,8937,149731,73421,270074,265061,9586964,699568,27339,0,0,0,May,5,2023
Wager Details,Total,"Hawthorne Race Course, Inc.",113945,112434,4530,1035,18357,21223,36652,55639,411218,1199,1476,0,0,0,May,5,2023
Wager Details,Total,"HC Aurora, LLC",78013,65172,4925,142,16421,28454,24409,20913,131819,34874,4860,0,0,0,May,5,2023
Wager Details,Total,"HC Joliet, LLC",3837,3140,78,88,570,402,1094,476,2301,14,233,0,0,0,May,5,2023
Wager Details,Total,"Midwest Gaming & Entertainment, LLC",178597,159073,8775,2026,37600,43918,79607,107756,527589,4273,7475,0,0,0,May,5,2023
Wager Details,Total,Par-A-Dice Gaming Corporation,150591,188302,5624,1644,21384,29255,35936,49208,368298,27226,2887,0,0,0,May,5,2023
Wager Details,In-Person Wagering,"Alton Casino, LLC",18349,3290,314,186,1037,533,392,945,3931,5,187,0,0,0,June,6,2023
Wager Details,In-Person Wagering,"Casino Queen, Inc.",9388,2251,385,316,2122,781,1111,191,60681,35,432,0,0,0,June,6,2023
Wager Details,In-Person Wagering,Elgin Riverboat Resort,5140,1698,54,114,412,139,286,363,7545,2,63,0,0,0,June,6,2023
Wager Details,In-Person Wagering,"Fairmount Park, Inc.",1917,379,97,131,1034,176,94,85,7345,136,136,0,0,0,June,6,2023
Wager Details,In-Person Wagering,"Hawthorne Race Course, Inc.",9695,1845,90,38,0,650,15,0,6768,0,20,0,0,0,June,6,2023
Wager Details,In-Person Wagering,"HC Aurora, LLC",6173,1046,82,48,494,180,1990,159,1332,3,22,0,0,0,June,6,2023
Wager Details,In-Person Wagering,"HC Joliet, LLC",5277,863,128,172,663,296,584,437,1200,6,158,0,0,0,June,6,2023
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",8909,2244,532,347,1447,649,3235,3005,28152,630,85,0,0,0,June,6,2023
Wager Details,In-Person Wagering,Par-A-Dice Gaming Corporation,893,272,38,34,238,38,6,5,2249,55,16,0,0,0,June,6,2023
Wager Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,June,6,2023
Wager Details,Online Wagering,"Casino Queen, Inc.",1373286,362579,98397,16420,352202,72291,143906,271267,3206702,170664,25551,0,0,0,June,6,2023
Wager Details,Online Wagering,Elgin Riverboat Resort,134481,29104,3859,2564,17878,5604,17733,38975,119620,262,3522,0,0,0,June,6,2023
Wager Details,Online Wagering,"Fairmount Park, Inc.",405476,1300073,82072,9757,224243,19518,176509,234745,6692074,571283,17175,0,0,0,June,6,2023
Wager Details,Online Wagering,"Hawthorne Race Course, Inc.",118421,34386,4266,1137,24463,6153,20970,52368,191748,797,812,0,0,0,June,6,2023
Wager Details,Online Wagering,"HC Aurora, LLC",77071,19476,6434,413,24331,7901,11690,21439,97156,27634,4028,0,0,0,June,6,2023
Wager Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,June,6,2023
Wager Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",191263,51263,10237,2757,43617,11940,54757,121247,428012,16169,5070,0,0,0,June,6,2023
Wager Details,Online Wagering,Par-A-Dice Gaming Corporation,190057,74222,8480,2360,32864,12759,28456,56535,404885,27394,2773,0,0,0,June,6,2023
Wager Details,Total,"Alton Casino, LLC",18349,3290,314,186,1037,533,392,945,3931,5,187,0,0,0,June,6,2023
Wager Details,Total,"Casino Queen, Inc.",1382674,364830,98782,16736,354324,73072,145017,271458,3267383,170699,25983,0,0,0,June,6,2023
Wager Details,Total,Elgin Riverboat Resort,139621,30802,3913,2678,18290,5743,18019,39338,127165,264,3585,0,0,0,June,6,2023
Wager Details,Total,"Fairmount Park, Inc.",407393,1300452,82169,9888,225277,19694,176603,234830,6699419,571419,17311,0,0,0,June,6,2023
Wager Details,Total,"Hawthorne Race Course, Inc.",128116,36231,4356,1175,24463,6803,20985,52368,198516,797,832,0,0,0,June,6,2023
Wager Details,Total,"HC Aurora, LLC",83244,20522,6516,461,24825,8081,13680,21598,98488,27637,4050,0,0,0,June,6,2023
Wager Details,Total,"HC Joliet, LLC",5277,863,128,172,663,296,584,437,1200,6,158,0,0,0,June,6,2023
Wager Details,Total,"Midwest Gaming & Entertainment, LLC",200172,53507,10769,3104,45064,12589,57992,124252,456164,16799,5155,0,0,0,June,6,2023
Wager Details,Total,Par-A-Dice Gaming Corporation,190950,74494,8518,2394,33102,12797,28462,56540,407134,27449,2789,0,0,0,June,6,2023
Wager Details,In-Person Wagering,"Alton Casino, LLC",20066,1987,621,183,1135,11,646,1084,2729,530,260,0,0,0,July,7,2023
Wager Details,In-Person Wagering,"Casino Queen, Inc.",9807,1612,1635,538,1873,27,1286,725,54989,63,400,0,0,0,July,7,2023
Wager Details,In-Person Wagering,Elgin Riverboat Resort,3167,717,148,218,557,9,440,265,4,0,57,0,0,0,July,7,2023
Wager Details,In-Person Wagering,"Fairmount Park, Inc.",2031,81,392,140,971,17,209,180,5432,42,72,0,0,0,July,7,2023
Wager Details,In-Person Wagering,"Hawthorne Race Course, Inc.",10161,6,96,62,0,6,14,0,6076,0,35,0,0,0,July,7,2023
Wager Details,In-Person Wagering,"HC Aurora, LLC",5856,557,217,80,382,6,2402,237,942,95,64,0,0,0,July,7,2023
Wager Details,In-Person Wagering,"HC Joliet, LLC",5803,293,291,139,656,2,1342,360,772,45,236,0,0,0,July,7,2023
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",9672,951,1567,642,1313,25,3798,2915,28469,528,118,0,0,0,July,7,2023
Wager Details,In-Person Wagering,Par-A-Dice Gaming Corporation,778,74,65,50,270,0,14,15,2422,78,17,0,0,0,July,7,2023
Wager Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,July,7,2023
Wager Details,Online Wagering,"Casino Queen, Inc.",1263144,175541,181768,24892,268976,700,230175,321202,3022166,208404,44861,0,0,0,July,7,2023
Wager Details,Online Wagering,Elgin Riverboat Resort,121427,19054,7386,2634,13473,79,23932,38515,114504,404,5879,0,0,0,July,7,2023
Wager Details,Online Wagering,"Fairmount Park, Inc.",1314279,228444,38932,18436,145849,383,241024,279904,3598550,379555,29657,0,0,0,July,7,2023
Wager Details,Online Wagering,"Hawthorne Race Course, Inc.",109959,12010,7983,1738,19843,8,37077,54343,174491,1030,1207,0,0,0,July,7,2023
Wager Details,Online Wagering,"HC Aurora, LLC",69455,6214,11414,2504,18470,66,12412,20763,72770,36302,6476,0,0,0,July,7,2023
Wager Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,July,7,2023
Wager Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",183062,26089,17254,3896,38224,43,69354,131028,427664,23563,8845,0,0,0,July,7,2023
Wager Details,Online Wagering,Par-A-Dice Gaming Corporation,164281,22712,11901,2753,21307,64,34811,52881,348925,32023,4523,0,0,0,July,7,2023
Wager Details,Total,"Alton Casino, LLC",20066,1987,621,183,1135,11,646,1084,2729,530,260,0,0,0,July,7,2023
Wager Details,Total,"Casino Queen, Inc.",1272951,177153,183403,25430,270849,727,231461,321927,3077155,208467,45261,0,0,0,July,7,2023
Wager Details,Total,Elgin Riverboat Resort,124594,19771,7534,2852,14030,88,24372,38780,114508,404,5936,0,0,0,July,7,2023
Wager Details,Total,"Fairmount Park, Inc.",1316310,228525,39324,18576,146820,400,241233,280084,3603982,379597,29729,0,0,0,July,7,2023
Wager Details,Total,"Hawthorne Race Course, Inc.",120120,12016,8079,1800,19843,14,37091,54343,180567,1030,1242,0,0,0,July,7,2023
Wager Details,Total,"HC Aurora, LLC",75311,6771,11631,2584,18852,72,14814,21000,73712,36397,6540,0,0,0,July,7,2023
Wager Details,Total,"HC Joliet, LLC",5803,293,291,139,656,2,1342,360,772,45,236,0,0,0,July,7,2023
Wager Details,Total,"Midwest Gaming & Entertainment, LLC",192734,27040,18821,4538,39537,68,73152,133943,456133,24091,8963,0,0,0,July,7,2023
Wager Details,Total,Par-A-Dice Gaming Corporation,165059,22786,11966,2803,21577,64,34825,52896,351347,32101,4540,0,0,0,July,7,2023
Wager Details,In-Person Wagering,"Alton Casino, LLC",18097,876,523,2207,582,5,874,1234,3909,767,258,0,0,0,August,8,2023
Wager Details,In-Person Wagering,"Casino Queen, Inc.",8647,1735,801,2614,1370,33,1781,807,65648,38,351,0,0,0,August,8,2023
Wager Details,In-Person Wagering,Elgin Riverboat Resort,2726,360,136,1111,297,8,429,265,8133,0,17,0,0,0,August,8,2023
Wager Details,In-Person Wagering,"Fairmount Park, Inc.",1606,74,136,830,931,20,190,80,6681,271,79,0,0,0,August,8,2023
Wager Details,In-Person Wagering,"Hawthorne Race Course, Inc.",11518,3,36,1484,0,2,15,0,7248,0,13,0,0,0,August,8,2023
Wager Details,In-Person Wagering,"HC Aurora, LLC",6153,200,163,1108,229,6,3664,349,1344,78,41,0,0,0,August,8,2023
Wager Details,In-Person Wagering,"HC Joliet, LLC",5546,66,87,1077,432,6,1839,353,976,15,183,0,0,0,August,8,2023
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",8038,820,749,2733,968,17,4684,6135,35240,644,86,0,0,0,August,8,2023
Wager Details,In-Person Wagering,Par-A-Dice Gaming Corporation,775,77,23,227,175,1,6,4,3490,111,30,0,0,0,August,8,2023
Wager Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,August,8,2023
Wager Details,Online Wagering,"Casino Queen, Inc.",1374316,107307,162088,279064,211923,1071,287863,352296,3947007,223887,21778,0,0,0,August,8,2023
Wager Details,Online Wagering,Elgin Riverboat Resort,120232,13244,6003,22397,8989,175,25510,28882,116120,222,4001,0,0,0,August,8,2023
Wager Details,Online Wagering,"Fairmount Park, Inc.",1203267,224961,45114,208409,108783,513,289840,279390,4077955,314102,12504,0,0,0,August,8,2023
Wager Details,Online Wagering,"Hawthorne Race Course, Inc.",118403,13424,5098,19986,15343,17,44560,57063,236370,800,489,0,0,0,August,8,2023
Wager Details,Online Wagering,"HC Aurora, LLC",71254,4067,8628,20636,12135,107,14804,27498,90982,26217,3098,0,0,0,August,8,2023
Wager Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,August,8,2023
Wager Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",194705,17064,14051,46430,27700,55,94659,136436,516327,20806,4551,0,0,0,August,8,2023
Wager Details,Online Wagering,Par-A-Dice Gaming Corporation,165383,19248,9663,30272,16724,201,39309,58519,380379,31973,2974,0,0,0,August,8,2023
Wager Details,Total,"Alton Casino, LLC",18097,876,523,2207,582,5,874,1234,3909,767,258,0,0,0,August,8,2023
Wager Details,Total,"Casino Queen, Inc.",1382963,109042,162889,281678,213293,1104,289644,353103,4012655,223925,22129,0,0,0,August,8,2023
Wager Details,Total,Elgin Riverboat Resort,122958,13604,6139,23508,9286,183,25939,29147,124253,222,4018,0,0,0,August,8,2023
